"DATE","total_revenue","impressions_Facebook","impressions_TV","clicks_Search","spend_Facebook","spend_TV","spend_Search"
2017-08-21,55939.0686670951,36830445.1399935,1588363.02536406,395082.523701784,110728.324591284,31443.622228829,101770.535892466
2017-08-22,28188.612078056,51864091.3235463,1667052.67460008,392661.847737387,154945.168891591,33001.8249200994,106088.701516054
2017-08-23,51254.0299584615,57021469.7753473,1967129.79278912,490588.544669425,170668.56869317,39403.0850941875,131208.053264151
2017-08-24,110416.663448297,55540686.4618659,2108733.56158094,421892.869015022,166630.700506036,42673.2552193886,117281.574169751
2017-08-25,73924.6638110974,52227017.6248152,1784086.84073052,580154.047750252,156391.34637139,35521.6452484096,146759.923713281
2017-08-26,96243.5285077551,68182462.5003326,2222329.75017857,663469.930453027,204995.314181452,44878.3764838346,181775.530774737
2017-08-27,141142.152861465,58674913.5974324,2092454.86686994,527747.803440526,175769.269956729,42401.7625333946,137774.217695846
2017-08-28,40589.7805515844,29037535.5249052,1042102.8290834,245337.045336593,87236.3109118885,20761.3634054706,64225.4987736037
2017-08-29,58126.8426863589,49627943.774959,1974971.39574875,336057.086637408,148645.91643652,39292.2906484449,91560.6210524563
2017-08-30,147772.93486962,55271348.7315831,1727216.96833718,456115.051582277,165509.724230804,34415.5255482156,110970.563679401
2017-08-31,107772.896703908,65744966.5040044,2443763.61625192,524843.553774726,197486.672465546,49006.7429143538,141798.10241824
2017-09-01,47857.8361699777,20008822.8013128,789014.682025974,212481.645759906,60048.6096030689,15710.471623765,57573.2377127503
2017-09-02,83529.8922142004,70361479.7475756,2144114.02805587,474236.780694048,209864.210035175,42845.8455194371,131976.425082824
2017-09-03,20919.1069971374,38938592.6771418,1571720.32175619,264243.858468226,117323.027191754,31763.1385369324,67518.0186192233
2017-09-04,70296.9156937245,48351338.0765017,1625520.98623651,449306.194944218,145701.303264068,32492.1838640152,119081.800689099
2017-09-05,77077.6574144065,61605093.1695034,2635930.73316018,497152.173955415,184617.277160345,53365.7240730784,123804.445121753
2017-09-06,45387.4399894922,39376852.7656748,1181789.78809324,353105.588437126,117744.406939419,23393.6913970934,90547.8224817999
2017-09-07,62224.2154643425,79545231.8921503,2721561.36460765,816252.537564329,238570.613015527,54687.3910637929,198896.153333794
2017-09-08,25507.4760423055,53648424.99626,1945316.15973491,390217.459442614,161540.369021504,38558.060421187,94209.6329742165
2017-09-09,162137.992812368,77946527.3210624,2904493.32463914,717447.966389885,234150.508543496,58859.8011715475,187917.378092372
2017-09-10,80430.8045573292,52327771.1714714,1947142.29478217,419082.081556185,158082.306927275,38511.5077172864,100688.461414426
2017-09-11,82447.2471714473,53186907.1544404,2336268.05010392,540837.597914401,160234.886003596,47627.0972705824,139140.525305553
2017-09-12,60033.1076790969,44755714.7037374,1535093.92565544,403207.365956578,134358.11392626,30835.9098723986,108726.621749538
2017-09-13,161008.383386361,68170059.7637903,2641032.48774559,439318.011659373,203825.483576266,52851.9092054185,118218.354917796
2017-09-14,78346.6614881306,67239959.8101461,2253469.11816399,697025.083402019,201470.656203162,45011.6946081816,176193.336403081
2017-09-15,52046.5769277017,60590405.0882713,2295844.76397073,424589.423073572,180787.314171822,45490.8835772525,114236.293459892
2017-09-16,64498.8211725491,34581244.4642324,1044791.52335103,251920.537602679,103383.087108448,20953.9271332345,68888.498171324
2017-09-17,155042.374916131,63084983.3046929,2514089.68725405,446450.327060261,189332.608592313,49929.8156271713,118682.212387317
2017-09-18,34215.6856437559,62736189.0149078,2490536.32951654,399072.649756494,188293.526582766,49558.0925743319,104689.64672027
2017-09-19,40242.7014974048,66102367.1457199,2674918.24744564,516165.231769292,199140.579700298,53547.3249145135,135186.411904499
2017-09-20,68220.6487436434,73724455.9663498,2965230.41157497,693286.939719819,222234.022635212,59258.5405580996,177106.303863871
2017-09-21,145749.26136452,88956323.2141144,2956861.00638917,595687.388869257,268160.414707447,59458.1312584965,165371.67480186
2017-09-22,49904.6091814334,64493994.3613372,3002125.98538266,638567.6486133,192620.181940747,60599.691444809,162944.392971589
2017-09-23,63121.7968722917,48393994.3976925,1850697.61276288,343764.743307982,145352.650082123,37163.4857239066,86394.1342050818
2017-09-24,34312.6436090501,35912151.5246215,1398688.49726775,315466.994445879,107282.945525529,27862.4330303304,83224.3452042458
2017-09-25,83740.1882425823,59135713.6806718,2361202.84068658,429413.091724155,176658.378938422,47117.2774725264,113101.359449047
2017-09-26,31354.1650047329,76063628.0344056,2290563.49194168,663016.413280377,227653.798085761,45934.9041750348,159907.36031858
2017-09-27,93460.303491733,38714703.9013462,1456392.78062219,336832.149419536,116060.089816492,29407.4366308005,89380.310278141
2017-09-28,130832.624483263,89821796.4003311,3112521.43131588,600224.143236855,269123.931886683,61704.4841954691,164726.74405475
2017-09-29,69087.3849801083,45502291.1721621,2066857.20310131,463008.628538022,136485.952711052,41811.3412729668,124610.833619204
2017-09-30,219346.441295487,75860289.2079713,2573901.22141101,780645.397383604,227922.509169792,51177.5990827471,208056.620240648
2017-10-01,44129.4392016639,29667881.7095746,1055635.41574699,340756.278779037,89458.6707991374,21310.2478243071,86742.5546707082
2017-10-02,103010.006836163,61701983.7412554,2494302.50199138,444954.944402448,185694.716262713,49816.8906441346,113310.094469844
2017-10-03,29880.248218505,43201848.1184709,1439595.99937762,335162.232775848,130151.439010751,29122.5164136031,88735.4779700165
2017-10-04,126242.781594769,59110278.2186468,1891018.58257176,425107.444985064,177210.880340744,37770.4037307798,113308.395416177
2017-10-05,25354.4138831157,27192107.1323703,1066156.5310642,223514.406567669,81598.9907961513,21517.9236050493,53627.5217329977
2017-10-06,96479.5045976081,59011908.0716486,1891115.14189977,551966.97889943,177423.21981182,38333.5968569219,144010.414990074
2017-10-07,80012.4476149544,35438060.273116,1307215.45564375,245059.461647269,106390.001322023,26111.2995613524,63851.0081043639
2017-10-08,15406.9121407796,9275310.77929142,363999.136417918,88689.4189162662,27827.9335057841,7249.66275602455,23664.2837437873
2017-10-09,38237.7488003941,54554085.7294443,2067006.84024166,444061.788188208,162928.184483114,41032.1328669211,117329.469862195
2017-10-10,56760.6441613547,51084563.0026225,1789406.72787017,505346.465331214,153154.466674971,35786.7573628152,129283.460462114
2017-10-11,28308.1503196704,33050185.0294802,1168921.99766745,267109.897890193,98806.3998530241,23082.6114835664,72377.2532853674
2017-10-12,128542.426622485,92240823.4979707,3525398.12044706,836299.480486731,276247.178249833,70518.0299011267,216082.58481165
2017-10-13,87617.4783214451,37635623.4360693,1152052.74536485,342652.028140132,112382.344702177,22980.0875420779,93540.4492156403
2017-10-14,40742.9970351165,30784756.2305815,1151088.5017732,288120.367372063,93212.9758997913,23033.9928695964,77758.7502334062
2017-10-15,66921.1099495797,53248396.1411934,2290729.43304921,547394.974762135,159871.708478801,45849.404404733,132643.562984927
2017-10-16,78839.5382324492,41280915.525901,1481629.96602872,394202.2242793,123606.442472698,29794.0760069119,102243.916980553
2017-10-17,116007.595976568,74412550.3374498,2764178.53998575,500512.986092174,221893.258561107,55569.5326531767,135443.916168454
2017-10-18,90364.2101390839,55725305.3570534,1545406.96540877,418167.475944176,167535.899770195,31045.2564617862,111714.299976383
2017-10-19,130450.42492649,96380885.1770788,4262670.21912416,742268.791268155,289278.328591628,85685.0734289967,198433.588113953
2017-10-20,67533.4659806596,33927849.9409402,1274183.3736779,336047.484252515,102242.946034019,25428.5402169882,85711.3318697165
2017-10-21,24214.8408484945,67637279.7863397,2181035.31233739,580169.342760294,202922.343687772,44341.9493863211,154530.643967667
2017-10-22,86176.2273832788,56302370.7217072,1924199.48217429,362605.141112813,168318.433033213,38515.8074135335,100126.300635556
2017-10-23,86775.2235429073,58074448.5128509,2034699.28317775,428861.165873495,173892.434699971,41210.1135795475,105465.704399272
2017-10-24,50767.8149530782,53002088.9938034,1788189.06413542,539117.204884199,158657.599743349,35410.9862503386,140568.19077426
2017-10-25,47939.9364105792,49330126.7201754,1986672.06447916,552371.078626202,147911.918037938,39974.8747391627,135338.805290533
2017-10-26,147868.846047686,66057177.5159332,2036352.71273745,590477.501429401,198509.093683439,41024.0072696598,159150.316538656
2017-10-27,58028.2599292332,84618227.3906278,3259588.74737498,614526.690351561,254455.273730199,65159.1477520376,159441.870849889
2017-10-28,54885.7643770048,60748550.1858104,2505144.7982121,508635.094668776,181131.452466389,50557.7461504154,134924.745661383
2017-10-29,80496.1347120573,61073956.8203063,1987345.22423537,611892.540743715,182675.601173366,39825.236553653,158528.701964376
2017-10-30,25996.0981203075,30563614.3762195,1190882.19663257,224355.43888094,91286.7284182765,23946.3207584287,59135.2666748905
2017-10-31,137455.77626014,79502757.8367848,3155022.97518818,929853.710631907,238192.733899576,63297.7674120342,227455.72995484
2017-11-01,84993.9797170973,76922120.4295496,2867451.59252669,883477.532586251,229913.063494294,57418.4954880322,219625.425410661
2017-11-02,34877.7436992416,25441901.1783627,1024157.59429999,198751.243803997,76099.4864434073,20588.2043242814,50959.7940887105
2017-11-03,53130.7214793856,46201385.0459969,1444435.58875249,381655.61192048,138566.858707427,28914.3598060445,101200.977372754
2017-11-04,45740.0973316424,62870350.2788213,1844432.82174133,514983.940791075,188383.248700404,36715.0015817249,131178.204314574
2017-11-05,37737.2914215658,43064423.3623729,1864209.05751721,319690.136386762,129272.039260237,37284.9526890639,87045.768792068
2017-11-06,112693.126051781,72560268.220109,2909810.14155048,493667.568196179,217082.367384539,57483.9817797536,126300.676133658
2017-11-07,142757.685384628,75901398.6607382,2579046.36227128,611447.908874945,228088.848717382,51263.6297397525,161320.025047856
2017-11-08,33445.0810674348,50131406.5599291,2098778.57418092,501199.044639756,150506.389587089,42333.3600942357,122809.638832485
2017-11-09,46420.9925831745,19852198.9558756,809697.259927722,187843.261972261,59375.7284586502,16170.9056977859,48680.1224202882
2017-11-10,43641.7626799014,39247073.4030807,1373277.49128151,427203.18195005,117836.353899492,27573.6855441447,106882.518398982
2017-11-11,87127.8121462661,90266529.7012976,4326980.48233969,808324.788357203,272398.023683385,85560.5300417673,220237.029282312
2017-11-12,35764.3368509571,43276886.2865203,1637649.81111939,413106.509785546,129308.321073835,33237.9633387529,104873.756005367
2017-11-13,143777.777973241,55555637.7956142,2270699.98488375,573202.731876053,168320.925248854,46084.3829034569,143350.372007059
2017-11-14,89235.5760917983,64979060.0666812,2582883.5329882,438687.596558085,194590.859095112,52375.2675648519,119867.016590901
2017-11-15,116892.113739719,73670393.4194772,2971371.65935226,758360.56482105,221041.437672143,60264.4695028066,200488.854294802
2017-11-16,39322.661903268,66577933.5787841,2985339.78289177,616782.304613213,199017.818847073,60084.1396326512,159514.222692797
2017-11-17,116289.784325991,71859752.7418018,2431497.37356869,586832.23886436,215956.594971013,48511.7333483162,152936.4854748
2017-11-18,76546.2700191767,63911324.7837197,2070715.21795379,687502.937901477,191021.762028565,41155.2197310432,178712.959864463
2017-11-19,74637.2011938609,53345871.3402939,1890270.79900175,425604.810074318,161303.370754102,37912.3773811206,106564.79220152
2017-11-20,78594.2283656369,63393960.4811512,2546296.36885714,419115.507568503,190641.951529908,51618.1090708144,114845.222647934
2017-11-21,140876.460738598,69927640.2818029,2651713.30001611,766357.515235987,208928.069610826,53590.0866998931,198663.361329327
2017-11-22,166545.943578234,55753244.796196,2159384.7339003,595644.552196495,167252.967289336,42772.2013204464,157875.517918375
2017-11-23,38750.7586360607,33150765.6223886,1343131.92059615,329979.544833353,99197.1363599195,26733.0017965176,89174.925772807
2017-11-24,166465.66200464,69457416.0280341,2755622.36584396,640367.043884267,209517.150871189,55356.5020008815,157507.145433146
2017-11-25,47292.9463257771,30569517.2955799,1239893.6519514,330257.428050144,91652.6102976544,24950.7740201149,85891.3722704786
2017-11-26,24897.1171628207,54846461.4480946,1708811.95403673,549647.127498058,164654.094060656,34294.1209827977,140737.105923889
2017-11-27,124161.0774127,56022465.759623,2396327.42900405,405245.085024114,168550.161577658,48046.8412309042,104980.774711043
2017-11-28,73022.740896094,34422633.9361679,1353414.33443848,259432.485631498,103214.673820703,27012.568396269,69902.1610254246
2017-11-29,98612.7090060776,54689566.267642,2373872.04604256,459808.440475827,163060.650484239,47957.2771146635,112690.089791881
2017-11-30,102219.29421629,43730899.0698866,1580845.14945593,362799.681801165,131721.959159975,31753.8093276934,95530.0451265987
2017-12-01,42558.6548884048,44262301.965208,1717331.85105702,485488.685521474,132635.176827594,34168.1865644687,125236.453560224
2017-12-02,97889.6703919978,67722925.5375731,2605785.25781496,728936.555055632,202634.216836067,52002.0435536231,173500.500281898
2017-12-03,89310.2607742436,37733493.5569405,1632934.20303027,355397.168328527,113216.599817357,32549.2050852286,96061.5497970694
2017-12-04,99372.9124825514,34832097.419042,1275541.88940683,344979.52667538,104741.04820036,25668.4180367113,89612.4050448576
2017-12-05,22861.0580638657,73218278.3552872,2596336.87958066,733844.096059097,220567.133173922,52467.6693383428,189621.320217231
2017-12-06,121500.327528608,52897631.3053741,1711099.33450952,407553.430640435,158474.618823852,34514.6223502051,102143.280787675
2017-12-07,163529.558911149,66609591.4992629,1995361.90362496,613072.509422558,201445.975478342,40232.9697594477,153704.315169509
2017-12-08,58183.8007530786,39394693.6199184,1507921.80531041,427281.708291486,118176.18214948,30551.9701596611,106702.308033235
2017-12-09,36101.2938085867,59200991.0940908,2572860.51957843,418265.562494201,177734.958795452,51548.997377945,114449.31182405
2017-12-10,56516.6029384316,46833365.9035701,1505332.79095955,384328.407053845,140779.912087642,30057.9121313964,104077.055862496
2017-12-11,52756.7690136103,88957514.6610761,2913009.57109808,612482.021660155,266221.396692628,58600.88447334,160272.295015191
2017-12-12,138643.555280856,77264335.7182494,2480880.83209057,795850.795551317,231808.264272461,49354.1538027507,184413.762918894
2017-12-13,71538.4041020948,44842192.1165347,1560984.30836799,539795.88731119,134898.144249975,31595.4294229719,129516.839634277
2017-12-14,89456.677718144,46953156.660309,1674428.99809884,433165.254175043,140912.768319029,33724.9072747076,106519.736668916
2017-12-15,83133.5221435722,50823143.8684592,2307235.17910034,533337.217066201,153025.974209656,46931.2537424517,139115.843203119
2017-12-16,28448.4889842162,37213461.5001037,1600995.60392426,333792.966240162,111551.30547968,31828.223283105,89108.1298156783
2017-12-17,26806.3378380927,107197115.375451,4173786.05383147,776905.894709519,322641.413172497,82427.6283198945,196621.373776748
2017-12-18,135219.692973294,63058732.3288399,2556578.97140899,547476.518648167,188786.151982276,51016.8116749968,143019.081250546
2017-12-19,37763.9271628318,66398942.9369056,2212982.35574926,500453.663252492,200100.935157584,44656.5337529824,128814.870040269
2017-12-20,116423.350776247,54990041.9370933,2086575.17936984,510009.387251342,165878.975973637,41475.9424142486,136262.468881059
2017-12-21,102103.13431954,45292923.6449247,1718988.31220112,467237.39921242,136327.755887622,34584.1934109574,124875.788813424
2017-12-22,47878.6188883736,47141051.9852512,1989535.34688622,448581.76592287,141074.247331726,39811.9680243707,111138.819506123
2017-12-23,96349.718214603,77626112.587673,2373515.79883947,605123.46071844,233319.676853947,47572.6805416898,148762.879967731
2017-12-24,65117.5655665062,34025982.1611346,1156549.97438464,239298.605611737,101505.273380503,23137.3398640122,62864.7136773201
2017-12-25,135222.262157533,74160761.0544907,2717332.08113185,644077.276968369,223038.082357971,54845.2410307038,162818.161203877
2017-12-26,48889.2692364792,42344839.7793571,1444997.90085358,396997.573284786,127866.576981971,28813.587926194,103049.142562052
2017-12-27,104885.595807839,68353392.0584292,2324179.68522653,706352.851260245,204452.193620518,46250.6036653803,171639.187755465
2017-12-28,60841.6398900838,65546396.5475604,2530947.27462531,582836.820008539,195568.542801106,49719.7304691235,157933.294826394
2017-12-29,28523.7436705217,66164696.0914888,2507357.97492229,506645.510161276,199455.001198832,50426.625991282,137489.975655145
2017-12-30,83303.1283950393,37950562.2839503,1358932.8239545,314397.043646761,113568.252259277,26909.9954813098,83885.349153199
2017-12-31,167524.773119707,103067451.300489,3065218.79103738,785376.104447936,310332.208941637,60934.0342298823,198894.517169421
2018-01-01,226658.009089699,86372649.5140633,3804198.32403647,864187.376766196,259450.019028979,77757.1089042689,227434.639049795
2018-01-02,163622.800652677,72481346.8719105,2964922.4469743,544650.721436614,218184.135424613,60093.6929420702,133586.925028174
2018-01-03,55461.2564807195,50741445.6574938,1519148.83117183,412178.140763982,152063.391670679,30406.1614122733,104061.322317225
2018-01-04,87101.9298202056,75527465.8208702,2153764.56416037,579932.961899421,227390.782567042,43223.0652417812,151090.101238269
2018-01-05,115855.425160901,55772575.2703569,2197683.26755152,547771.333643392,167822.295291495,43733.4418962237,133220.507918333
2018-01-06,93560.523969706,47902478.0744939,2284224.73431703,498394.006763153,144454.607681097,45389.0189979686,128794.720547208
2018-01-07,47775.3202729984,60028294.7516293,2064486.13351729,495366.338429352,180615.1769088,41393.7011223777,130164.544179687
2018-01-08,184761.208492916,73554200.8979872,2816383.04571588,501446.644081124,221127.373569829,56765.3283229398,133225.924054129
2018-01-09,146166.246525114,65273452.850422,2494515.28190396,711253.233154905,196884.166325234,49342.0306535901,183391.510335956
2018-01-10,157076.917984623,61170566.44877,2184425.04960339,542995.417398615,183319.615089397,44024.2609660759,149136.357862484
2018-01-11,33617.0667125038,63741941.3172875,2120212.35895291,459615.393330073,191456.707306328,42391.5490073932,119120.086162072
2018-01-12,105294.574409171,56514934.2793745,1819987.0443063,602113.393938719,169129.647804461,36123.503671501,150674.403493858
2018-01-13,42038.8452972627,29409833.4436325,1116806.28641993,310849.574122433,88860.5122347758,22216.6006508678,77487.7804419279
2018-01-14,133238.234218042,57558862.4761233,2246028.27199379,614250.914517422,172208.118194343,45141.3570420227,162127.986470686
2018-01-15,122507.397441627,61421644.244694,2189369.998213,445568.960636243,184668.615730551,43449.1743513182,117206.818028038
2018-01-16,33351.1859229425,21857710.3327129,889409.123194055,213089.087301334,65381.5239734117,17923.5520144647,56070.5434334746
2018-01-17,162068.418240002,84630241.9335123,2847830.93296924,711549.325697617,253502.119580564,57506.3514852794,182318.954672191
2018-01-18,259694.158991926,89377486.4010646,2771634.65721945,666625.480450771,267277.27384952,55268.3286127528,175576.178604979
2018-01-19,257594.003586525,90567464.0209453,2979957.62021352,664328.3603456,271631.321112332,58889.26726072,174339.267707303
2018-01-20,67319.2697600672,55460278.2437438,1981465.65306343,487570.569684348,166280.093023114,39911.9237781292,123355.940162578
2018-01-21,40959.5869257843,66444501.1369617,2677118.58407635,449670.45487753,199026.610771229,53240.4387426171,120805.754992262
2018-01-22,60237.0882406203,75364608.3937356,2139317.73886909,573918.287474016,225842.610367496,42545.8942545422,152509.674832686
2018-01-23,116021.771245273,49207061.5460526,1946306.02733481,418400.380895273,147432.568982394,38859.4090854602,107911.566313647
2018-01-24,83292.481134254,35919987.0387566,1561191.09589246,288584.614347663,107076.323052086,31441.274327791,84272.4118717183
2018-01-25,94416.0304719832,49030775.0068866,1985274.74263455,455955.043998457,147391.995381893,39795.7149500059,121374.766508282
2018-01-26,165725.549248247,61902451.2632005,2915334.49779813,620943.914426644,184927.426370033,58564.6144123115,154024.971129745
2018-01-27,157208.208297147,99196410.8082836,3568570.70405854,711343.828316807,296960.330806029,71696.5051465951,181333.040546118
2018-01-28,28120.5930902288,48919888.4681833,2174981.97684675,489452.976159039,146002.729943861,44080.332532705,130962.57732385
2018-01-29,71505.2469968216,51687934.6218524,1898328.51468768,511646.64548771,155264.202357174,38307.3743273256,137369.872265006
2018-01-30,49359.0179537164,56163173.3477994,2297842.05135777,377648.082779505,168404.785848227,45660.8957091112,100835.461042826
2018-01-31,35549.8652265153,35911710.4910981,1504904.19902141,299529.429982479,106732.592861714,30380.8627809416,75078.225553029
2018-02-01,66218.5879775638,41420587.5078434,1685027.97707335,438254.051682523,124387.096848757,33674.4884059913,110538.299941164
2018-02-02,49584.0027635985,56010109.7231007,1656302.12290283,521907.288131281,168335.336174532,33416.9303532771,132174.761460631
2018-02-03,45684.372724415,46528211.1760597,1862788.92160655,413196.12387465,139212.479291099,37564.8805611348,109206.914220422
2018-02-04,55441.2441680731,63715537.8527899,1865463.22205145,472980.175062101,190855.901317896,37683.9915638109,125287.615559939
2018-02-05,31541.1604374048,57755955.3627939,1871563.1585504,400419.355278559,173351.656723951,37467.5953951253,106605.608371988
2018-02-06,43807.4394569115,76330462.0105109,2366452.64209481,705673.015277658,229606.602057881,48174.2002673032,188638.140491614
2018-02-07,45251.6687707528,71886512.0005747,3126916.28268436,735412.799366572,216102.544125364,63117.4693928142,187450.515982657
2018-02-08,98687.7003059865,47251793.5276212,1731794.95726925,289651.444612218,141848.798758501,35398.7283012561,80866.4887920134
2018-02-09,29337.6636101523,25834635.4875457,1184211.44299323,247895.314583564,77229.8420903714,23857.6295420845,66039.254162904
2018-02-10,90404.3829344079,70255705.6117952,2450248.45391767,644805.454964585,210914.420586717,49048.4192129393,163936.697708979
2018-02-11,72695.3773074493,47387882.1646593,1699690.40035206,534591.925830333,142013.336163417,33926.6953659545,138452.547936413
2018-02-12,40933.1856197881,34082048.2872666,1458108.8631192,355273.655803758,102208.370808438,29251.8305153579,87922.1544545798
2018-02-13,84013.3849121409,77822620.5459037,3235128.55213266,523213.91200557,234315.653355647,64786.5755374358,138089.56012608
2018-02-14,75578.1782037723,42464475.1156922,1625189.64693019,432692.053742104,127394.028483519,33105.459369677,114491.703663265
2018-02-15,127089.831198183,70013217.0360167,2936264.28330745,448244.425075198,209494.072250855,58572.4251581124,124211.950552884
2018-02-16,137158.317130844,42526955.4964998,1718713.31186169,272009.99843931,128151.855406088,34758.3761778811,72033.3575640404
2018-02-17,49927.7910000794,54569617.7240134,2161710.82766575,408481.866982561,164395.2023782,43495.0914619452,109179.231769838
2018-02-18,76124.9439861163,49249907.350486,1447965.54531283,379606.435291827,147786.712926906,29077.6847912907,102595.991518074
2018-02-19,83920.0792592622,71192505.8607058,2923522.29995372,605220.601128412,213957.065018829,58912.5953672253,151957.103266271
2018-02-20,108346.628356243,50598014.3365483,2074408.89230776,337828.304934854,151635.701378384,41413.7177640018,85422.2351539268
2018-02-21,38497.3229927727,25935557.8713129,815916.207556744,243165.722777521,77814.930830073,16316.5347242019,61229.8525400057
2018-02-22,63353.6713674719,41469188.8800106,1910723.42582104,427829.479554169,124428.562359447,38223.625716531,110092.475482615
2018-02-23,19798.1410835598,11492204.0113999,461471.141851895,87512.1809600863,34388.2775687198,9205.81443667684,24118.6770438457
2018-02-24,29456.5565806931,44520133.9401973,1865100.3189916,350626.566008835,133699.157027874,37427.9813260459,89880.5419030443
2018-02-25,37948.9957925275,58698176.4737756,2393861.28207112,418510.096509611,175740.981146629,48030.0873870913,104343.940413522
2018-02-26,307830.687386242,86746856.3302239,2715360.02481698,641171.265628174,259810.26322179,54689.0754741307,174909.393723724
2018-02-27,55821.7453520087,41195817.811694,1847968.23399298,318530.76733746,123382.337496694,36612.1445538247,84260.1001632983
2018-02-28,93303.4857600464,69723065.1685568,2870219.0360901,624418.486097784,209972.024519004,57759.5096095735,163288.109861015
2018-03-01,41671.3269992289,44769295.3006754,2120624.15772383,441020.625183108,134394.685622734,42241.1360632284,116121.521844891
2018-03-02,41750.8249216772,59657451.1375189,1842078.45329596,557900.572342724,178122.57461073,36773.0354362541,147015.157543728
2018-03-03,57744.4589533805,35941977.3780247,1501601.88647828,267550.093061374,107905.846597986,30282.0955160997,66364.2339226388
2018-03-04,114677.164177247,67643154.5143352,1933494.32218564,573093.249991183,202359.248529792,38496.3246013636,140564.662068311
2018-03-05,126254.03367371,61092084.6041544,2171285.21811636,579424.11466393,183640.384384301,43194.7826859055,159162.605130552
2018-03-06,125149.119706237,49531876.4989247,2329924.8800065,511215.5379167,149023.480675891,47121.6441401247,133898.54164205
2018-03-07,102086.106670958,63144375.5255067,2209867.87262138,480939.812608385,189138.71915852,44344.4842213067,124044.124871303
2018-03-08,37622.168572506,65461229.478025,2241327.24941691,526573.625013935,196158.832134409,45183.792388449,132787.787288073
2018-03-09,78194.6583389361,35418472.8044376,1247135.1494436,272952.843977918,106429.040893901,25256.0666971296,68229.347531906
2018-03-10,202791.113689831,72096497.8880045,3081335.63373126,595718.89113646,215854.710568641,61901.7852986063,152765.93987472
2018-03-11,39824.6751009501,63832323.0255895,1786992.70903567,493983.731966357,191428.327738712,36455.4269232772,126519.605107258
2018-03-12,76608.2507921564,44362569.008473,1592075.86651481,438835.69456409,133776.821647462,32339.4794007848,107873.056211445
2018-03-13,59593.0126784042,48427144.8681224,1894639.26298379,477292.117038833,145024.755925085,38199.3785049494,123947.258394013
2018-03-14,97389.2696467277,47254331.7335823,1891924.89063415,317924.012314549,142404.715739359,37698.4405765043,82925.9549970793
2018-03-15,30080.5188798817,36952913.0081044,1042467.72130181,291246.549445167,111262.168375083,20948.0231525412,73377.2360140597
2018-03-16,86235.0618257078,42969400.1014556,1500170.27738557,373601.38798276,128787.519377361,30408.2681847994,98709.419581314
2018-03-17,19097.1103862453,32051555.4875046,1386135.62701089,332605.37715936,96564.1244070999,27931.0855874548,86650.6632514809
2018-03-18,120893.412913783,69822567.3130752,2085421.0782455,556176.874507702,209146.416791239,42424.0981325261,135640.904676004
2018-03-19,66925.2950000193,61458071.2590191,2135165.41211814,486390.28163677,184762.678882505,43025.9808040205,127132.508158992
2018-03-20,91529.4865272447,50688181.0252476,2075110.00259892,567810.034744413,152201.964933445,41538.2137431553,142483.275776035
2018-03-21,97811.9154307875,69678459.6075663,2505552.03505399,688280.619519256,210214.484685211,50366.3442617485,184527.856719815
2018-03-22,277983.082699937,75409252.5593613,3300546.3023533,735007.483048255,226829.946091615,66530.4301272642,182617.923194755
2018-03-23,23231.4263579572,50140746.2523278,1702768.64112341,411991.304236378,150856.938598071,34271.1282146639,112330.547634841
2018-03-24,59401.7175271862,61591982.7443418,2140654.89229061,600220.094702961,185661.402640164,42876.6262398754,152623.929154066
2018-03-25,96321.9998259985,34051111.9651882,1414639.14920633,259789.878743856,102895.560859254,28324.7370592137,69321.6799981352
2018-03-26,40618.0543043129,68264421.2041502,2678385.14995011,536733.961266504,203646.474283198,53782.1495882807,134785.324604343
2018-03-27,182556.142474276,66492635.8720453,2336515.4415866,523202.228306642,199571.882358675,46467.7050065526,136720.748694322
2018-03-28,149059.529689491,69477644.7421897,2018712.3080776,577845.542717769,208078.211798433,40379.6885071943,151850.633339587
2018-03-29,26432.5004480472,36769053.9405341,1299957.63689206,327795.008635169,110711.866541058,25966.6456356563,88107.9588532178
2018-03-30,13138.6143547715,3268690.37358758,111761.933982707,29711.9672751257,9767.48754537076,2223.56171696997,7501.08963315825
2018-03-31,89040.704459261,50055970.9067905,1811630.23841016,539513.597568368,150533.558431796,36624.0236585163,133352.31909167
2018-04-01,127870.866808694,87906532.4028245,3095331.9281369,633140.253884614,264876.568085752,61818.3773719065,159182.955846612
2018-04-02,80574.4355191981,58887872.0140456,2311399.22132373,605099.790354051,176286.258567857,45821.6897918468,158329.58539039
2018-04-03,117964.493401395,72600276.6454718,2954642.55015883,504277.748486969,217868.88776817,59508.2071221795,136876.989261323
2018-04-04,82749.6361003401,56339321.0636419,2128424.56727083,575509.721822034,169076.243986347,42056.171286322,143187.287828674
2018-04-05,181669.468400997,72023578.0709497,2289493.44208519,511978.719970425,216341.838615218,46066.7295259632,134047.562837501
2018-04-06,138754.413809571,55276677.4684383,2543148.07541657,526908.990611859,166630.892837944,51372.8055627859,140092.245203087
2018-04-07,71864.5433883452,68567725.7474895,3057996.03755241,655068.467011283,205573.515522514,60776.0508077677,180891.487145731
2018-04-08,120791.446192773,45977559.3355728,1626799.65432223,325325.433839009,137892.443583462,32350.3504323785,81212.0494215236
2018-04-09,65874.6617440012,69333055.7886408,2101418.74426345,666955.184969443,207890.190053892,42389.0467009256,170067.152319221
2018-04-10,64389.6313776609,67875415.4110503,2238006.64399249,535652.414533776,203187.718495295,44897.1111065162,141834.810165602
