country,turnover,customer_type,country_code,granted_discounts,sales_channel,date
Switzerland,1420.57,New,CH,0,Stores,2024-10-13
Switzerland,1320.24,Returning,CH,0,Ecom,2024-10-13
Switzerland,419.34,Returning,CH,0,Stores,2024-10-13
Switzerland,2871.74,New,CH,0,Ecom,2024-10-14
Switzerland,1076.58,New,CH,0,Stores,2024-10-14
Switzerland,126.62,Returning,CH,0,Ecom,2024-10-14
Switzerland,1951.74,Returning,CH,0,Stores,2024-10-14
Switzerland,2171.05,New,CH,0,Ecom,2024-10-15
Switzerland,2367.46,New,CH,0,Stores,2024-10-15
Switzerland,1114.01,Returning,CH,0,Ecom,2024-10-15
Switzerland,1191.75,Returning,CH,0,Stores,2024-10-15
Switzerland,1830.55,New,CH,0,Ecom,2024-10-16
Switzerland,1389.51,New,CH,0,Stores,2024-10-16
Switzerland,2105.51,Returning,CH,0,Ecom,2024-10-16
Switzerland,631.39,Returning,CH,0,Stores,2024-10-16
Switzerland,2182.41,New,CH,0,Ecom,2024-10-17
Switzerland,2162.27,New,CH,0,Stores,2024-10-17
Switzerland,2625.29,Returning,CH,0,Ecom,2024-10-17
Switzerland,309.5,Returning,CH,0,Stores,2024-10-17
Switzerland,1635.9,New,CH,0,Ecom,2024-10-18
Switzerland,316.27,New,CH,0,Stores,2024-10-18
Switzerland,3871.56,Returning,CH,0,Ecom,2024-10-18
Switzerland,403.52,Returning,CH,0,Stores,2024-10-18
Switzerland,1479.29,New,CH,0,Ecom,2024-10-19
Switzerland,128.6,New,CH,0,Stores,2024-10-19
Switzerland,4170.49,Returning,CH,0,Ecom,2024-10-19
Switzerland,647.53,Returning,CH,0,Stores,2024-10-19
Switzerland,5816.82,New,CH,0,Ecom,2024-10-20
Switzerland,1625.29,New,CH,0,Stores,2024-10-20
Switzerland,502.41,Returning,CH,0,Ecom,2024-10-20
Switzerland,241.22,Returning,CH,0,Stores,2024-10-20
Switzerland,3180.58,New,CH,0,Ecom,2024-10-21
Switzerland,349.54,New,CH,0,Stores,2024-10-21
Switzerland,2642.45,Returning,CH,0,Ecom,2024-10-21
Switzerland,726.41,Returning,CH,0,Stores,2024-10-21
Switzerland,2593.87,New,CH,0,Ecom,2024-10-22
Switzerland,1021.66,New,CH,0,Stores,2024-10-22
Switzerland,1897.18,Returning,CH,0,Ecom,2024-10-22
Switzerland,992.98,Returning,CH,0,Stores,2024-10-22
Switzerland,677.13,New,CH,0,Ecom,2024-10-23
Switzerland,661.71,New,CH,0,Stores,2024-10-23
Switzerland,5212.26,Returning,CH,0,Ecom,2024-10-23
Switzerland,893.36,Returning,CH,0,Stores,2024-10-23
Switzerland,1194.03,New,CH,0,Ecom,2024-10-24
Switzerland,1080.03,New,CH,0,Stores,2024-10-24
Switzerland,3728.64,Returning,CH,0,Ecom,2024-10-24
Switzerland,1290.3,Returning,CH,0,Stores,2024-10-24
Switzerland,2432.11,New,CH,0,Ecom,2024-10-25
Switzerland,1752.48,New,CH,0,Stores,2024-10-25
Switzerland,529.79,Returning,CH,0,Ecom,2024-10-25
Switzerland,2372.85,Returning,CH,0,Stores,2024-10-25
Switzerland,4300.47,New,CH,0,Ecom,2024-10-26
Switzerland,1133.67,New,CH,0,Stores,2024-10-26
Switzerland,841.99,Returning,CH,0,Ecom,2024-10-26
Switzerland,1043.13,Returning,CH,0,Stores,2024-10-26
Switzerland,1310.88,New,CH,0,Ecom,2024-10-27
Switzerland,2755.66,New,CH,0,Stores,2024-10-27
Switzerland,798.43,Returning,CH,0,Ecom,2024-10-27
Switzerland,1104.45,Returning,CH,0,Stores,2024-10-27
Switzerland,1534.47,New,CH,0,Ecom,2024-10-28
Switzerland,1208.83,New,CH,0,Stores,2024-10-28
Switzerland,4055.93,Returning,CH,0,Ecom,2024-10-28
Switzerland,474.54,Returning,CH,0,Stores,2024-10-28
Switzerland,1525.49,New,CH,0,Ecom,2024-10-29
Switzerland,2191.83,New,CH,0,Stores,2024-10-29
Switzerland,2088.76,Returning,CH,0,Ecom,2024-10-29
Switzerland,1228.19,Returning,CH,0,Stores,2024-10-29
Switzerland,3471.49,New,CH,0,Ecom,2024-10-30
Switzerland,2800.91,New,CH,0,Stores,2024-10-30
Switzerland,1185.43,Returning,CH,0,Ecom,2024-10-30
Switzerland,136.52,Returning,CH,0,Stores,2024-10-30
Switzerland,1030.15,New,CH,0,Ecom,2024-10-31
Switzerland,1548.71,New,CH,0,Stores,2024-10-31
Switzerland,4052.53,Returning,CH,0,Ecom,2024-10-31
Switzerland,366.26,Returning,CH,0,Stores,2024-10-31
Switzerland,1785.02,New,CH,0,Ecom,2024-11-01
Switzerland,2675.05,New,CH,0,Stores,2024-11-01
Switzerland,1008.68,Returning,CH,0,Ecom,2024-11-01
Switzerland,1413.84,Returning,CH,0,Stores,2024-11-01
Switzerland,3817.18,New,CH,0,Ecom,2024-11-02
Switzerland,1176.3,New,CH,0,Stores,2024-11-02
Switzerland,858.99,Returning,CH,0,Ecom,2024-11-02
Switzerland,669.38,Returning,CH,0,Stores,2024-11-02
Switzerland,2479.88,New,CH,0,Ecom,2024-11-03
Switzerland,2133.38,New,CH,0,Stores,2024-11-03
Switzerland,451.44,Returning,CH,0,Ecom,2024-11-03
Switzerland,1762.13,Returning,CH,0,Stores,2024-11-03
Switzerland,1786.96,New,CH,0,Ecom,2024-11-04
Switzerland,3310.7,New,CH,0,Stores,2024-11-04
Switzerland,1483.37,Returning,CH,0,Ecom,2024-11-04
Switzerland,109.51,Returning,CH,0,Stores,2024-11-04
Switzerland,3532.07,New,CH,0,Ecom,2024-11-05
Switzerland,1913.79,New,CH,0,Stores,2024-11-05
Switzerland,944.88,Returning,CH,0,Ecom,2024-11-05
Switzerland,472.43,Returning,CH,0,Stores,2024-11-05
Switzerland,1054.76,New,CH,0,Ecom,2024-11-06
Switzerland,3668.65,New,CH,0,Stores,2024-11-06
Switzerland,1613.23,Returning,CH,0,Ecom,2024-11-06
Switzerland,972.95,Returning,CH,0,Stores,2024-11-06
Switzerland,5865.34,New,CH,0,Ecom,2024-11-07
Switzerland,509.65,New,CH,0,Stores,2024-11-07
Switzerland,1285.12,Returning,CH,0,Ecom,2024-11-07
Switzerland,513.21,Returning,CH,0,Stores,2024-11-07
Switzerland,1517.92,New,CH,0,Ecom,2024-11-08
Switzerland,2010.44,New,CH,0,Stores,2024-11-08
Switzerland,2363.69,Returning,CH,0,Ecom,2024-11-08
Switzerland,349.07,Returning,CH,0,Stores,2024-11-08
Switzerland,4714.38,New,CH,0,Ecom,2024-11-09
Switzerland,1446.72,New,CH,0,Stores,2024-11-09
Switzerland,131.4,Returning,CH,0,Ecom,2024-11-09
Switzerland,641.22,Returning,CH,0,Stores,2024-11-09
Switzerland,3973.52,New,CH,0,Ecom,2024-11-10
Switzerland,493.12,New,CH,0,Stores,2024-11-10
Switzerland,874.5,Returning,CH,0,Ecom,2024-11-10
Switzerland,1719.57,Returning,CH,0,Stores,2024-11-10
Switzerland,4786.57,New,CH,0,Ecom,2024-11-11
Switzerland,1584.57,New,CH,0,Stores,2024-11-11
Switzerland,340.81,Returning,CH,0,Ecom,2024-11-11
Switzerland,72.96,Returning,CH,0,Stores,2024-11-11
Switzerland,3523.88,New,CH,0,Ecom,2024-11-12
Switzerland,2048.6,New,CH,0,Stores,2024-11-12
Switzerland,618.22,Returning,CH,0,Ecom,2024-11-12
Switzerland,859.31,Returning,CH,0,Stores,2024-11-12
Switzerland,1799.71,New,CH,0,Ecom,2024-11-13
Switzerland,1843.01,New,CH,0,Stores,2024-11-13
Switzerland,2368.81,Returning,CH,0,Ecom,2024-11-13
Switzerland,1219.04,Returning,CH,0,Stores,2024-11-13
Switzerland,1277.25,New,CH,0,Ecom,2024-11-14
Switzerland,1885.79,New,CH,0,Stores,2024-11-14
Switzerland,2952.1,Returning,CH,0,Ecom,2024-11-14
Switzerland,73.41,Returning,CH,0,Stores,2024-11-14
Switzerland,783.78,New,CH,0,Ecom,2024-11-15
Switzerland,1444.33,New,CH,0,Stores,2024-11-15
Switzerland,1591.55,Returning,CH,0,Ecom,2024-11-15
Switzerland,2677.49,Returning,CH,0,Stores,2024-11-15
Switzerland,1347.31,New,CH,0,Ecom,2024-11-16
Switzerland,4637.69,New,CH,0,Stores,2024-11-16
Switzerland,1113.9,Returning,CH,0,Ecom,2024-11-16
Switzerland,724.92,Returning,CH,0,Stores,2024-11-16
Switzerland,2200.76,New,CH,0,Ecom,2024-11-17
Switzerland,2065.24,New,CH,0,Stores,2024-11-17
Switzerland,1202.86,Returning,CH,0,Ecom,2024-11-17
Switzerland,963.16,Returning,CH,0,Stores,2024-11-17
Switzerland,2393.6,New,CH,0,Ecom,2024-11-18
Switzerland,1810.95,New,CH,0,Stores,2024-11-18
Switzerland,2159.3,Returning,CH,0,Ecom,2024-11-18
Switzerland,80.71,Returning,CH,0,Stores,2024-11-18
Switzerland,3260.56,New,CH,0,Ecom,2024-11-19
Switzerland,928.42,New,CH,0,Stores,2024-11-19
Switzerland,3603.25,Returning,CH,0,Ecom,2024-11-19
Switzerland,102.59,Returning,CH,0,Stores,2024-11-19
Switzerland,1354.58,New,CH,0,Ecom,2024-11-20
Switzerland,2689.88,New,CH,0,Stores,2024-11-20
Switzerland,1062.12,Returning,CH,0,Ecom,2024-11-20
Switzerland,1307.84,Returning,CH,0,Stores,2024-11-20
Switzerland,3648.0,New,CH,0,Ecom,2024-11-21
Switzerland,1130.73,New,CH,0,Stores,2024-11-21
Switzerland,1865.52,Returning,CH,0,Ecom,2024-11-21
Switzerland,462.28,Returning,CH,0,Stores,2024-11-21
Switzerland,2683.75,New,CH,0,Ecom,2024-11-22
Switzerland,1853.64,New,CH,0,Stores,2024-11-22
Switzerland,1978.12,Returning,CH,0,Ecom,2024-11-22
Switzerland,619.13,Returning,CH,0,Stores,2024-11-22
Switzerland,2804.97,New,CH,0,Ecom,2024-11-23
Switzerland,2183.26,New,CH,0,Stores,2024-11-23
Switzerland,1223.88,Returning,CH,0,Ecom,2024-11-23
Switzerland,554.64,Returning,CH,0,Stores,2024-11-23
Switzerland,2367.7,New,CH,0,Ecom,2024-11-24
Switzerland,2091.26,New,CH,0,Stores,2024-11-24
Switzerland,1038.51,Returning,CH,0,Ecom,2024-11-24
Switzerland,1165.85,Returning,CH,0,Stores,2024-11-24
Switzerland,1962.5,New,CH,0,Ecom,2024-11-25
Switzerland,1989.58,New,CH,0,Stores,2024-11-25
Switzerland,2697.95,Returning,CH,0,Ecom,2024-11-25
Switzerland,810.43,Returning,CH,0,Stores,2024-11-25
Switzerland,2801.5,New,CH,0,Ecom,2024-11-26
Switzerland,449.49,New,CH,0,Stores,2024-11-26
Switzerland,2656.93,Returning,CH,0,Ecom,2024-11-26
Switzerland,601.28,Returning,CH,0,Stores,2024-11-26
Switzerland,2057.58,New,CH,0,Ecom,2024-11-27
Switzerland,193.23,New,CH,0,Stores,2024-11-27
Switzerland,3872.52,Returning,CH,0,Ecom,2024-11-27
Switzerland,517.5,Returning,CH,0,Stores,2024-11-27
Switzerland,3925.8,New,CH,0,Ecom,2024-11-28
Switzerland,91.82,New,CH,0,Stores,2024-11-28
Switzerland,1687.57,Returning,CH,0,Ecom,2024-11-28
Switzerland,1472.04,Returning,CH,0,Stores,2024-11-28
Switzerland,3512.34,New,CH,0,Ecom,2024-11-29
Switzerland,1801.05,New,CH,0,Stores,2024-11-29
Switzerland,581.59,Returning,CH,0,Ecom,2024-11-29
Switzerland,658.47,Returning,CH,0,Stores,2024-11-29
Switzerland,2235.75,New,CH,0,Ecom,2024-11-30
Switzerland,2626.88,New,CH,0,Stores,2024-11-30
Switzerland,862.99,Returning,CH,0,Ecom,2024-11-30
Switzerland,1259.89,Returning,CH,0,Stores,2024-11-30
Switzerland,4742.37,New,CH,0,Ecom,2024-12-01
Switzerland,76.33,New,CH,0,Stores,2024-12-01
Switzerland,1481.41,Returning,CH,0,Ecom,2024-12-01
Switzerland,786.02,Returning,CH,0,Stores,2024-12-01
Switzerland,3260.21,New,CH,0,Ecom,2024-12-02
Switzerland,2539.58,New,CH,0,Stores,2024-12-02
Switzerland,1003.18,Returning,CH,0,Ecom,2024-12-02
Switzerland,1287.04,Returning,CH,0,Stores,2024-12-02
Switzerland,1854.34,New,CH,0,Ecom,2024-12-03
Switzerland,3220.29,New,CH,0,Stores,2024-12-03
Switzerland,1674.15,Returning,CH,0,Ecom,2024-12-03
Switzerland,1564.16,Returning,CH,0,Stores,2024-12-03
Switzerland,3430.75,New,CH,0,Ecom,2024-12-04
Switzerland,2479.41,New,CH,0,Stores,2024-12-04
Switzerland,1575.5,Returning,CH,0,Ecom,2024-12-04
Switzerland,203.2,Returning,CH,0,Stores,2024-12-04
Switzerland,3453.98,New,CH,0,Ecom,2024-12-05
Switzerland,1196.7,New,CH,0,Stores,2024-12-05
Switzerland,1577.88,Returning,CH,0,Ecom,2024-12-05
Switzerland,1586.45,Returning,CH,0,Stores,2024-12-05
Switzerland,2563.79,New,CH,0,Ecom,2024-12-06
Switzerland,1742.28,New,CH,0,Stores,2024-12-06
Switzerland,1318.18,Returning,CH,0,Ecom,2024-12-06
Switzerland,957.98,Returning,CH,0,Stores,2024-12-06
Switzerland,4264.68,New,CH,0,Ecom,2024-12-07
Switzerland,1877.7,New,CH,0,Stores,2024-12-07
Switzerland,694.97,Returning,CH,0,Ecom,2024-12-07
Switzerland,349.2,Returning,CH,0,Stores,2024-12-07
Switzerland,1940.35,New,CH,0,Ecom,2024-12-08
Switzerland,2997.75,New,CH,0,Stores,2024-12-08
Switzerland,344.31,Returning,CH,0,Ecom,2024-12-08
Switzerland,1431.65,Returning,CH,0,Stores,2024-12-08
Switzerland,2775.73,New,CH,0,Ecom,2024-12-09
Switzerland,511.55,New,CH,0,Stores,2024-12-09
Switzerland,3177.87,Returning,CH,0,Ecom,2024-12-09
Switzerland,1163.47,Returning,CH,0,Stores,2024-12-09
Switzerland,1488.21,New,CH,0,Ecom,2024-12-10
Switzerland,2756.25,New,CH,0,Stores,2024-12-10
Switzerland,2526.72,Returning,CH,0,Ecom,2024-12-10
Switzerland,158.99,Returning,CH,0,Stores,2024-12-10
Switzerland,2269.44,New,CH,0,Ecom,2024-12-11
Switzerland,3858.8,New,CH,0,Stores,2024-12-11
Switzerland,1137.25,Returning,CH,0,Ecom,2024-12-11
Switzerland,273.53,Returning,CH,0,Stores,2024-12-11
Switzerland,2920.1,New,CH,0,Ecom,2024-12-12
Switzerland,1406.39,New,CH,0,Stores,2024-12-12
Switzerland,1594.86,Returning,CH,0,Ecom,2024-12-12
Switzerland,712.87,Returning,CH,0,Stores,2024-12-12
Switzerland,3395.79,New,CH,0,Ecom,2024-12-13
Switzerland,684.35,New,CH,0,Stores,2024-12-13
Switzerland,2349.96,Returning,CH,0,Ecom,2024-12-13
Switzerland,323.59,Returning,CH,0,Stores,2024-12-13
Switzerland,2811.6,New,CH,0,Ecom,2024-12-14
Switzerland,288.71,New,CH,0,Stores,2024-12-14
Switzerland,2260.98,Returning,CH,0,Ecom,2024-12-14
Switzerland,985.96,Returning,CH,0,Stores,2024-12-14
Switzerland,3691.05,New,CH,0,Ecom,2024-12-15
Switzerland,2726.48,New,CH,0,Stores,2024-12-15
Switzerland,606.61,Returning,CH,0,Ecom,2024-12-15
Switzerland,211.62,Returning,CH,0,Stores,2024-12-15
Switzerland,5106.25,New,CH,0,Ecom,2024-12-16
Switzerland,1145.94,New,CH,0,Stores,2024-12-16
Switzerland,489.25,Returning,CH,0,Ecom,2024-12-16
Switzerland,82.3,Returning,CH,0,Stores,2024-12-16
Switzerland,2880.41,New,CH,0,Ecom,2024-12-17
Switzerland,1892.26,New,CH,0,Stores,2024-12-17
Switzerland,575.81,Returning,CH,0,Ecom,2024-12-17
Switzerland,1605.3,Returning,CH,0,Stores,2024-12-17
Switzerland,3113.37,New,CH,0,Ecom,2024-12-18
Switzerland,1352.01,New,CH,0,Stores,2024-12-18
Switzerland,633.04,Returning,CH,0,Ecom,2024-12-18
Switzerland,1885.4,Returning,CH,0,Stores,2024-12-18
Switzerland,4504.92,New,CH,0,Ecom,2024-12-19
Switzerland,2341.38,New,CH,0,Stores,2024-12-19
Switzerland,1654.8,Returning,CH,0,Ecom,2024-12-19
Switzerland,97.42,Returning,CH,0,Stores,2024-12-19
Switzerland,2441.75,New,CH,0,Ecom,2024-12-20
Switzerland,1849.21,New,CH,0,Stores,2024-12-20
Switzerland,1769.0,Returning,CH,0,Ecom,2024-12-20
Switzerland,650.14,Returning,CH,0,Stores,2024-12-20
Switzerland,4225.44,New,CH,0,Ecom,2024-12-21
Switzerland,1188.55,New,CH,0,Stores,2024-12-21
Switzerland,1905.83,Returning,CH,0,Ecom,2024-12-21
Switzerland,519.61,Returning,CH,0,Stores,2024-12-21
Switzerland,2017.45,New,CH,0,Ecom,2024-12-22
Switzerland,2495.42,New,CH,0,Stores,2024-12-22
Switzerland,1778.39,Returning,CH,0,Ecom,2024-12-22
Switzerland,466.6,Returning,CH,0,Stores,2024-12-22
Switzerland,1879.44,New,CH,0,Ecom,2024-12-23
Switzerland,2536.87,New,CH,0,Stores,2024-12-23
Switzerland,1578.12,Returning,CH,0,Ecom,2024-12-23
Switzerland,835.21,Returning,CH,0,Stores,2024-12-23
Switzerland,1637.58,New,CH,0,Ecom,2024-12-24
Switzerland,2817.74,New,CH,0,Stores,2024-12-24
Switzerland,2378.57,Returning,CH,0,Ecom,2024-12-24
Switzerland,159.62,Returning,CH,0,Stores,2024-12-24
Switzerland,3941.25,New,CH,0,Ecom,2024-12-25
Switzerland,794.05,New,CH,0,Stores,2024-12-25
Switzerland,1345.62,Returning,CH,0,Ecom,2024-12-25
Switzerland,3511.94,Returning,CH,0,Stores,2024-12-25
Switzerland,1043.21,New,CH,0,Ecom,2024-12-26
Switzerland,3143.95,New,CH,0,Stores,2024-12-26
Switzerland,2590.48,Returning,CH,0,Ecom,2024-12-26
Switzerland,318.77,Returning,CH,0,Stores,2024-12-26
Switzerland,2005.72,New,CH,0,Ecom,2024-12-27
Switzerland,2923.87,New,CH,0,Stores,2024-12-27
Switzerland,1781.11,Returning,CH,0,Ecom,2024-12-27
Switzerland,273.23,Returning,CH,0,Stores,2024-12-27
Switzerland,4831.96,New,CH,0,Ecom,2024-12-28
Switzerland,1614.61,New,CH,0,Stores,2024-12-28
Switzerland,616.7,Returning,CH,0,Ecom,2024-12-28
Switzerland,202.07,Returning,CH,0,Stores,2024-12-28
Switzerland,4450.27,New,CH,0,Ecom,2024-12-29
Switzerland,692.92,New,CH,0,Stores,2024-12-29
Switzerland,1829.81,Returning,CH,0,Ecom,2024-12-29
Switzerland,524.13,Returning,CH,0,Stores,2024-12-29
Switzerland,2931.75,New,CH,0,Ecom,2024-12-30
Switzerland,1962.83,New,CH,0,Stores,2024-12-30
Switzerland,1533.58,Returning,CH,0,Ecom,2024-12-30
Switzerland,530.93,Returning,CH,0,Stores,2024-12-30
Switzerland,2100.49,New,CH,0,Ecom,2024-12-31
Switzerland,436.17,New,CH,0,Stores,2024-12-31
Switzerland,4610.61,Returning,CH,0,Ecom,2024-12-31
Switzerland,1639.24,Returning,CH,0,Stores,2024-12-31
Switzerland,2524.58,New,CH,0,Ecom,2025-01-01
Switzerland,2007.88,New,CH,0,Stores,2025-01-01
Switzerland,1657.82,Returning,CH,0,Ecom,2025-01-01
Switzerland,447.97,Returning,CH,0,Stores,2025-01-01
Switzerland,1657.35,New,CH,0,Ecom,2025-01-02
Switzerland,3411.99,New,CH,0,Stores,2025-01-02
Switzerland,1179.7,Returning,CH,0,Ecom,2025-01-02
Switzerland,259.87,Returning,CH,0,Stores,2025-01-02
Switzerland,2208.91,New,CH,0,Ecom,2025-01-03
Switzerland,192.88,New,CH,0,Stores,2025-01-03
Switzerland,3175.81,Returning,CH,0,Ecom,2025-01-03
Switzerland,1142.52,Returning,CH,0,Stores,2025-01-03
Switzerland,4925.5,New,CH,0,Ecom,2025-01-04
Switzerland,644.98,New,CH,0,Stores,2025-01-04
Switzerland,942.8,Returning,CH,0,Ecom,2025-01-04
Switzerland,1953.23,Returning,CH,0,Stores,2025-01-04
Switzerland,1694.7,New,CH,0,Ecom,2025-01-05
Switzerland,1599.11,New,CH,0,Stores,2025-01-05
Switzerland,879.51,Returning,CH,0,Ecom,2025-01-05
Switzerland,3511.03,Returning,CH,0,Stores,2025-01-05
Switzerland,1503.7,New,CH,0,Ecom,2025-01-06
Switzerland,2242.08,New,CH,0,Stores,2025-01-06
Switzerland,2299.22,Returning,CH,0,Ecom,2025-01-06
Switzerland,990.81,Returning,CH,0,Stores,2025-01-06
Switzerland,3188.11,New,CH,0,Ecom,2025-01-07
Switzerland,1041.85,New,CH,0,Stores,2025-01-07
Switzerland,628.36,Returning,CH,0,Ecom,2025-01-07
Switzerland,1886.95,Returning,CH,0,Stores,2025-01-07
Switzerland,467.66,New,CH,0,Ecom,2025-01-08
Switzerland,3066.47,New,CH,0,Stores,2025-01-08
Switzerland,2126.39,Returning,CH,0,Ecom,2025-01-08
Switzerland,865.86,Returning,CH,0,Stores,2025-01-08
Switzerland,1938.01,New,CH,0,Ecom,2025-01-09
Switzerland,3740.21,New,CH,0,Stores,2025-01-09
Switzerland,1600.56,Returning,CH,0,Ecom,2025-01-09
Switzerland,435.26,Returning,CH,0,Stores,2025-01-09
Switzerland,2159.58,New,CH,0,Ecom,2025-01-10
Switzerland,3527.97,New,CH,0,Stores,2025-01-10
Switzerland,831.7,Returning,CH,0,Ecom,2025-01-10
Switzerland,1194.93,Returning,CH,0,Stores,2025-01-10
Switzerland,2847.41,New,CH,0,Ecom,2025-01-11
Switzerland,1278.72,New,CH,0,Stores,2025-01-11
Switzerland,1647.79,Returning,CH,0,Ecom,2025-01-11
Switzerland,1886.25,Returning,CH,0,Stores,2025-01-11
Switzerland,2570.53,New,CH,0,Ecom,2025-01-12
Switzerland,2428.46,New,CH,0,Stores,2025-01-12
Switzerland,2253.0,Returning,CH,0,Ecom,2025-01-12
Switzerland,227.04,Returning,CH,0,Stores,2025-01-12
Switzerland,3432.51,New,CH,0,Ecom,2025-01-13
Switzerland,1646.66,New,CH,0,Stores,2025-01-13
Switzerland,1186.19,Returning,CH,0,Ecom,2025-01-13
Switzerland,713.95,Returning,CH,0,Stores,2025-01-13
Switzerland,2306.92,New,CH,0,Ecom,2025-01-14
Switzerland,1916.78,New,CH,0,Stores,2025-01-14
Switzerland,2597.2,Returning,CH,0,Ecom,2025-01-14
Switzerland,301.14,Returning,CH,0,Stores,2025-01-14
Switzerland,2768.33,New,CH,0,Ecom,2025-01-15
Switzerland,837.09,New,CH,0,Stores,2025-01-15
Switzerland,1350.97,Returning,CH,0,Ecom,2025-01-15
Switzerland,1986.51,Returning,CH,0,Stores,2025-01-15
Switzerland,3547.58,New,CH,0,Ecom,2025-01-16
Switzerland,1691.21,New,CH,0,Stores,2025-01-16
Switzerland,2207.78,Returning,CH,0,Ecom,2025-01-16
Switzerland,978.98,Returning,CH,0,Stores,2025-01-16
Switzerland,3534.26,New,CH,0,Ecom,2025-01-17
Switzerland,1518.63,New,CH,0,Stores,2025-01-17
Switzerland,660.48,Returning,CH,0,Ecom,2025-01-17
Switzerland,2083.36,Returning,CH,0,Stores,2025-01-17
Switzerland,2744.53,New,CH,0,Ecom,2025-01-18
Switzerland,4300.16,New,CH,0,Stores,2025-01-18
Switzerland,1081.55,Returning,CH,0,Ecom,2025-01-18
Switzerland,178.23,Returning,CH,0,Stores,2025-01-18
Switzerland,3119.51,New,CH,0,Ecom,2025-01-19
Switzerland,1466.03,New,CH,0,Stores,2025-01-19
Switzerland,1717.24,Returning,CH,0,Ecom,2025-01-19
Switzerland,69.83,Returning,CH,0,Stores,2025-01-19
Switzerland,2563.63,New,CH,0,Ecom,2025-01-20
Switzerland,2435.46,New,CH,0,Stores,2025-01-20
Switzerland,312.46,Returning,CH,0,Ecom,2025-01-20
Switzerland,1058.32,Returning,CH,0,Stores,2025-01-20
Switzerland,3744.27,New,CH,0,Ecom,2025-01-21
Switzerland,1563.12,New,CH,0,Stores,2025-01-21
Switzerland,421.18,Returning,CH,0,Ecom,2025-01-21
Switzerland,880.17,Returning,CH,0,Stores,2025-01-21
Switzerland,3910.73,New,CH,0,Ecom,2025-01-22
Switzerland,2407.35,New,CH,0,Stores,2025-01-22
Switzerland,610.43,Returning,CH,0,Ecom,2025-01-22
Switzerland,30.63,Returning,CH,0,Stores,2025-01-22
Switzerland,3371.4,New,CH,0,Ecom,2025-01-23
Switzerland,1980.58,New,CH,0,Stores,2025-01-23
Switzerland,2156.8,Returning,CH,0,Ecom,2025-01-23
Switzerland,756.34,Returning,CH,0,Stores,2025-01-23
Switzerland,2607.52,New,CH,0,Ecom,2025-01-24
Switzerland,1875.78,New,CH,0,Stores,2025-01-24
Switzerland,2101.95,Returning,CH,0,Ecom,2025-01-24
Switzerland,1439.73,Returning,CH,0,Stores,2025-01-24
Switzerland,3218.6,New,CH,0,Ecom,2025-01-25
Switzerland,2408.9,New,CH,0,Stores,2025-01-25
Switzerland,2341.17,Returning,CH,0,Ecom,2025-01-25
Switzerland,18.51,Returning,CH,0,Stores,2025-01-25
Switzerland,463.94,New,CH,0,Ecom,2025-01-26
Switzerland,6330.22,New,CH,0,Stores,2025-01-26
Switzerland,578.08,Returning,CH,0,Ecom,2025-01-26
Switzerland,353.26,Returning,CH,0,Stores,2025-01-26
Switzerland,2250.97,New,CH,0,Ecom,2025-01-27
Switzerland,4029.15,New,CH,0,Stores,2025-01-27
Switzerland,1087.66,Returning,CH,0,Ecom,2025-01-27
Switzerland,1.54,Returning,CH,0,Stores,2025-01-27
Switzerland,3171.77,New,CH,0,Ecom,2025-01-28
Switzerland,1836.18,New,CH,0,Stores,2025-01-28
Switzerland,1036.04,Returning,CH,0,Ecom,2025-01-28
Switzerland,602.67,Returning,CH,0,Stores,2025-01-28
Switzerland,2956.25,New,CH,0,Ecom,2025-01-29
Switzerland,2311.25,New,CH,0,Stores,2025-01-29
Switzerland,2220.55,Returning,CH,0,Ecom,2025-01-29
Switzerland,280.56,Returning,CH,0,Stores,2025-01-29
Switzerland,3052.25,New,CH,0,Ecom,2025-01-30
Switzerland,3746.29,New,CH,0,Stores,2025-01-30
Switzerland,1548.3,Returning,CH,0,Ecom,2025-01-30
Switzerland,617.13,Returning,CH,0,Stores,2025-01-30
Switzerland,2010.61,New,CH,0,Ecom,2025-01-31
Switzerland,4266.43,New,CH,0,Stores,2025-01-31
Switzerland,716.25,Returning,CH,0,Ecom,2025-01-31
Switzerland,369.93,Returning,CH,0,Stores,2025-01-31
Switzerland,3479.13,New,CH,0,Ecom,2025-02-01
Switzerland,572.94,New,CH,0,Stores,2025-02-01
Switzerland,2414.42,Returning,CH,0,Ecom,2025-02-01
Switzerland,539.57,Returning,CH,0,Stores,2025-02-01
Switzerland,2813.12,New,CH,0,Ecom,2025-02-02
Switzerland,2232.12,New,CH,0,Stores,2025-02-02
Switzerland,867.06,Returning,CH,0,Ecom,2025-02-02
Switzerland,1051.85,Returning,CH,0,Stores,2025-02-02
Switzerland,1543.02,New,CH,0,Ecom,2025-02-03
Switzerland,1276.31,New,CH,0,Stores,2025-02-03
Switzerland,2869.81,Returning,CH,0,Ecom,2025-02-03
Switzerland,1026.88,Returning,CH,0,Stores,2025-02-03
Switzerland,3943.44,New,CH,0,Ecom,2025-02-04
Switzerland,2084.32,New,CH,0,Stores,2025-02-04
Switzerland,381.95,Returning,CH,0,Ecom,2025-02-04
Switzerland,459.97,Returning,CH,0,Stores,2025-02-04
Switzerland,3141.85,New,CH,0,Ecom,2025-02-05
Switzerland,872.22,New,CH,0,Stores,2025-02-05
Switzerland,2587.17,Returning,CH,0,Ecom,2025-02-05
